codigo_ibge,ano,deficitAgua,deficitEsgoto,deficitResiduos
2608255,2019,62.59,,
2608255,2020,55.65,,
2608255,2021,53.82,,
2608255,2022,51.87,,
2608255,2023,56.61,,
2608305,2015,82.27,,
2608305,2016,83.6,,
2608305,2017,83.53999999999999,,
2608305,2018,84.21000000000001,,
2608305,2019,84.41,,
2608305,2020,84.57,,
2608305,2021,84.39,,
2608305,2022,84.53,,
2608305,2023,87.38,,
2608404,2015,14.310000000000002,,
2608404,2016,11.97,,
2608404,2017,10.78,,
2608404,2018,8.950000000000003,,
2608404,2019,0.480000000000004,,
2608404,2020,0.0,0.0,
2608404,2021,0.0,,
2608404,2022,0.0,74.08,
2608404,2023,18.659999999999997,,
2608453,2015,47.85,,
2608453,2016,45.87,,
2608453,2017,40.4,,
2608453,2018,36.11,,
2608453,2019,34.43000000000001,,
2608453,2020,34.92,,
2608453,2021,35.099999999999994,,
2608453,2022,33.480000000000004,,
2608453,2023,47.22,,
2608503,2015,20.94,,
2608503,2016,19.22,,
2608503,2017,18.480000000000004,,
2608503,2018,18.42,,
2608503,2019,18.27,,
2608503,2020,17.909999999999997,,
2608503,2021,17.709999999999994,,
2608503,2022,8.930000000000007,,
2608503,2023,26.930000000000007,,
2608602,2015,46.74,,
2608602,2016,46.03,,
2608602,2017,44.94,,
2608602,2018,43.7,,
2608602,2019,43.45,,
2608602,2020,42.35,,
2608602,2021,41.8,,
2608602,2022,34.099999999999994,,
2608602,2023,45.37,,
2608701,2015,39.27,,
2608701,2016,38.6,,
2608701,2017,37.73,,
2608701,2018,36.97,,
2608701,2019,34.97,,
2608701,2020,33.33,0.0,
2608701,2021,32.11,0.0,
2608701,2022,20.15000000000001,0.0,
2608701,2023,30.480000000000004,,
2608750,2015,39.82,0.0,
2608750,2016,40.06,0.0,
2608750,2017,39.21,0.0,
2608750,2018,38.93,0.0,
2608750,2019,39.11,0.0,
2608750,2020,38.38,0.0,
2608750,2021,36.09,0.0,
2608750,2022,29.700000000000003,0.0,
2608750,2023,40.81,,
2608800,2015,0.2399999999999948,,
2608800,2016,0.0,,
2608800,2017,0.0,,
2608800,2018,0.0,,
2608800,2019,0.0,,
2608800,2020,0.0,,
2608800,2021,0.0,,
2608800,2022,0.0,0.0,
2608800,2023,12.269999999999996,,
2608909,2015,22.81,,
2608909,2016,19.27,,
2608909,2017,14.060000000000002,,
2608909,2018,13.03,,
2608909,2019,11.879999999999995,,
2608909,2020,10.959999999999994,,
2608909,2021,9.989999999999997,,
2608909,2022,9.72,,
2608909,2023,26.17,,
2609006,2015,29.540000000000006,,
2609006,2016,28.629999999999995,,
2609006,2017,27.90000000000001,,
2609006,2018,26.64,,
2609006,2019,24.78,,
2609006,2020,24.65000000000001,,
2609006,2021,24.3,,
2609006,2022,18.41,,
2609006,2023,31.400000000000006,,
2609105,2015,42.07,,
2609105,2016,40.46,,
2609105,2017,40.08,,
2609105,2018,38.67,,
2609105,2019,38.67,,
2609105,2020,38.47,,
2609105,2021,38.88,,
2609105,2022,10.060000000000002,,
2609105,2023,26.61,,
2609154,2015,63.81,,
2609154,2016,63.57,,
2609154,2017,63.27,,
2609154,2018,62.39,,
2609154,2019,60.85,,
2609154,2020,60.91,,
2609154,2021,59.9,,
2609154,2022,64.16,,
2609154,2023,69.14,,
2609204,2015,61.33,,
2609204,2016,59.32,,
2609204,2017,56.94,,
2609204,2018,56.43,,
2609204,2019,55.47,,
2609204,2020,54.16,,
2609204,2021,53.18,,
2609204,2022,43.96,,
2609204,2023,55.81,,
2609303,2015,15.840000000000003,,
2609303,2016,12.180000000000009,,
2609303,2017,10.920000000000002,,
2609303,2018,8.950000000000003,,
2609303,2019,6.969999999999999,,
2609303,2020,6.459999999999994,19.239999999999995,
2609303,2021,5.829999999999998,8.989999999999995,
2609303,2022,0.0,29.06,
2609303,2023,27.89,,
2609402,2015,21.5,78.35,
2609402,2016,19.459999999999997,67.62,
2609402,2017,19.58,66.15,
2609402,2018,18.840000000000003,66.44,
2609402,2019,19.42,66.32,
2609402,2020,19.90000000000001,66.17,
2609402,2021,20.14,69.72,
2609402,2022,7.790000000000006,66.00999999999999,
2609402,2023,27.269999999999996,,
2609501,2015,8.239999999999995,87.12,
2609501,2016,6.859999999999999,64.66,
2609501,2017,5.549999999999997,64.47999999999999,
2609501,2018,4.719999999999999,64.47,
2609501,2019,3.819999999999993,64.67,
2609501,2020,3.9000000000000057,64.6,
2609501,2021,3.700000000000003,67.4,
2609501,2022,0.0,69.53,
2609501,2023,18.14,,
2609600,2015,12.22,51.85,
2609600,2016,5.010000000000005,48.45,
2609600,2017,3.260000000000005,47.47,
2609600,2018,0.769999999999996,47.32,
2609600,2019,0.0900000000000034,47.31,
2609600,2020,0.0,47.23,
2609600,2021,0.0,46.97,
2609600,2022,0.0,52.2,
2609600,2023,14.129999999999995,,
2609709,2015,68.58,,
2609709,2016,68.86,58.43,
2609709,2017,68.28,57.35,
2609709,2018,68.24,54.72,
2609709,2019,68.08,,
2609709,2020,68.03,89.68,
2609709,2021,68.07,,
2609709,2022,64.95,94.47,
2609709,2023,62.96,,
2609808,2015,60.93,,
2609808,2016,58.93,0.0,
2609808,2017,58.6,,
2609808,2018,55.86,,
2609808,2019,57.53,,
2609808,2020,57.89,51.5,
2609808,2021,58.19,,
2609808,2022,52.12,,
2609808,2023,62.16,,
2609907,2015,27.700000000000003,,
2609907,2016,24.239999999999995,,
2609907,2017,21.700000000000003,,
2609907,2018,22.239999999999995,,
2609907,2019,21.22,,
2609907,2020,20.31,,
2609907,2021,19.489999999999995,,
2609907,2022,11.86,,
2609907,2023,39.34,,
2610004,2015,15.64,,
2610004,2016,15.409999999999997,,
2610004,2017,15.670000000000002,,
2610004,2018,15.730000000000004,,
2610004,2019,15.519999999999996,,
2610004,2020,15.370000000000005,,
2610004,2021,15.5,,
2610004,2022,16.42,,
2610004,2023,16.430000000000007,,
2610103,2015,33.45,,
2610103,2016,29.540000000000006,,
2610103,2017,26.129999999999995,,
2610103,2018,24.739999999999995,,
2610103,2019,22.120000000000005,,
2610103,2020,20.08,,
2610103,2021,18.27,,
2610103,2022,11.689999999999998,,
2610103,2023,34.95,,
2610202,2015,38.26,0.0,
2610202,2016,37.04,0.0,
2610202,2017,35.81999999999999,,
2610202,2018,34.480000000000004,,
2610202,2019,33.56999999999999,0.0,
2610202,2020,32.69,0.0,
2610202,2021,31.33,0.0,
2610202,2022,19.879999999999995,0.0,
2610202,2023,36.62,,
2610301,2015,87.74,,
2610301,2016,87.78999999999999,,
2610301,2017,87.88,,
2610301,2018,87.85,,
2610301,2019,87.92,,
2610301,2020,87.96000000000001,,
2610301,2021,87.98,,
2610301,2022,88.56,,
2610301,2023,90.38,,
2610400,2015,42.26,,
2610400,2016,41.66,79.65,
2610400,2017,39.46,56.72,
2610400,2018,39.92,52.0,
2610400,2019,37.74,42.75,
2610400,2020,35.709999999999994,43.31,
2610400,2021,34.989999999999995,44.37,
2610400,2022,21.40000000000001,50.01,
2610400,2023,45.07,,
2610509,2015,39.78,,
2610509,2016,40.54,,
2610509,2017,39.53,,
2610509,2018,39.19,,
2610509,2019,38.77,,
2610509,2020,38.56,,
2610509,2021,37.81,,
2610509,2022,36.0,9.239999999999997,
2610509,2023,47.08,,
2610608,2015,40.79,,
2610608,2016,39.51,,
2610608,2017,39.1,,
2610608,2018,38.69,,
2610608,2019,38.87,,
2610608,2020,29.840000000000003,,
2610608,2021,27.120000000000005,,
2610608,2022,25.67,,
2610608,2023,40.48,,
2610707,2015,15.959999999999994,57.26,
2610707,2016,2.569999999999993,55.47,
2610707,2017,1.1099999999999994,54.59,
2610707,2018,0.0,54.36,
2610707,2019,0.0,54.34,
2610707,2020,0.0,54.24,
2610707,2021,0.0,47.02,
2610707,2022,2.1200000000000045,59.83,
2610707,2023,21.099999999999994,,
2610806,2015,52.08,,
2610806,2016,52.75,,
2610806,2017,52.06,,
2610806,2018,50.64,,
2610806,2019,48.42,,
2610806,2020,47.28,,
2610806,2021,45.95,,
2610806,2022,44.41,,
2610806,2023,52.92,,
2610905,2015,38.12,,
2610905,2016,38.49,0.0,
2610905,2017,38.24,0.0,
2610905,2018,37.34,,
2610905,2019,36.86,,
2610905,2020,33.68000000000001,10.129999999999995,
2610905,2021,32.92,0.0,
2610905,2022,25.459999999999997,0.0,
2610905,2023,37.9,,
2611002,2015,27.92,,
2611002,2016,28.05,73.07,
2611002,2017,27.39,,
2611002,2018,18.180000000000007,,
2611002,2019,14.579999999999998,,
2611002,2020,9.459999999999994,,
2611002,2021,8.939999999999998,88.53999999999999,
2611002,2022,0.0,88.77,
2611002,2023,25.769999999999996,,
2611101,2015,7.1200000000000045,33.849999999999994,
2611101,2016,0.0,32.19,
2611101,2017,0.0,30.620000000000005,
2611101,2018,0.0,26.450000000000003,
2611101,2019,0.0,26.239999999999995,
2611101,2020,0.0,25.879999999999995,
2611101,2021,0.0,24.819999999999997,
2611101,2022,0.0,29.010000000000005,
2611101,2023,17.010000000000005,,
2611200,2015,40.65,,
2611200,2016,40.77,0.0,
2611200,2017,40.66,0.0,
2611200,2018,40.83,0.0,
2611200,2019,40.84,0.0,
2611200,2020,40.89,0.0,
2611200,2021,40.91,0.0,
2611200,2022,36.39,0.0,
2611200,2023,47.91,,
2611309,2015,25.86,,
2611309,2016,23.03,,
2611309,2017,20.090000000000003,,
2611309,2018,18.930000000000007,,
2611309,2019,18.959999999999997,,
2611309,2020,18.120000000000005,,
2611309,2021,17.25,,
2611309,2022,16.930000000000007,,
2611309,2023,30.379999999999995,,
2611408,2015,55.87,,
2611408,2016,55.66,,
2611408,2017,53.89,,
2611408,2018,53.54,,
2611408,2019,53.72,,
2611408,2020,54.07,,
2611408,2021,54.16,,
2611408,2022,49.46,,
2611408,2023,58.93,,
2611507,2015,48.94,,
2611507,2016,48.12,,
2611507,2017,47.67,,
2611507,2018,47.08,,
2611507,2019,46.2,,
2611507,2020,0.0400000000000062,28.510000000000005,
2611507,2021,0.0,25.629999999999995,
2611507,2022,0.0,31.5,
2611533,2015,47.16,,
2611533,2016,43.48,,
2611533,2017,42.0,0.0,
2611533,2018,39.67,0.0,
2611533,2019,38.09,0.0,
2611533,2020,36.37,0.0,
2611533,2021,34.739999999999995,0.0,
2611533,2022,30.41,0.0,
2611533,2023,47.85,,
2611606,2015,15.290000000000006,34.2,
2611606,2016,16.189999999999998,26.03,
2611606,2017,14.150000000000006,25.379999999999995,
2611606,2018,11.879999999999995,25.31,
2611606,2019,10.670000000000002,25.11,
2611606,2020,10.549999999999995,24.78,
2611606,2021,3.569999999999993,24.700000000000003,
2611606,2022,1.2900000000000065,24.450000000000003,
2611606,2023,21.069999999999993,,
2611705,2015,36.79,,
2611705,2016,38.08,,
2611705,2017,38.31,,
2611705,2018,39.18,0.0,
2611705,2019,39.8,0.0,
2611705,2020,40.38,0.0,
2611705,2021,41.11,0.0,
2611705,2022,38.55,0.3499999999999943,
2611705,2023,44.77,,
2611804,2015,31.620000000000005,,
2611804,2016,30.58,,
2611804,2017,29.480000000000004,,
2611804,2018,29.11,,
2611804,2019,29.040000000000006,,
2611804,2020,29.05,,
2611804,2021,29.0,,
2611804,2022,0.0,,
2611804,2023,22.049999999999997,,
2611903,2015,51.71,68.56,
2611903,2016,50.77,65.41,
2611903,2017,50.61,64.66,
2611903,2018,48.06,66.32,
2611903,2019,48.07,68.18,
2611903,2020,47.93,67.78999999999999,
2611903,2021,48.05,68.46000000000001,
2611903,2022,38.26,74.92,
2611903,2023,52.07,,
2612000,2015,6.760000000000005,,
2612000,2016,1.0300000000000011,,
2612000,2017,0.0,,
2612000,2018,0.0,0.0,
2612000,2019,0.0,,
2612000,2020,0.0,,
2612000,2021,0.0,,
2612000,2022,0.0,,
2612000,2023,34.18000000000001,,
2612109,2015,64.0,,
2612109,2016,65.28999999999999,,
2612109,2017,65.27000000000001,,
2612109,2018,65.34,,
2612109,2019,65.82,,
2612109,2020,66.25,,
2612109,2021,66.07,,
2612109,2022,32.620000000000005,,
2612109,2023,61.58,,
2612208,2015,0.0,71.61,
2612208,2016,0.0,65.66,
2612208,2017,0.0,65.17,
2612208,2018,0.0,66.19,
2612208,2019,0.0,65.42,
2612208,2020,0.0,64.96000000000001,
2612208,2021,0.0,65.03,
2612208,2022,0.0,70.02,
2612208,2023,14.219999999999999,,
2612307,2015,64.72999999999999,,
2612307,2016,64.63,,
2612307,2017,64.28,,
2612307,2018,62.7,,
2612307,2019,62.6,,
2612307,2020,62.23,,
2612307,2021,61.72,,
2612307,2022,55.78,0.0,
2612307,2023,62.1,,
2612406,2015,16.370000000000005,,
2612406,2016,18.65000000000001,,
2612406,2017,18.870000000000005,,
2612406,2018,19.069999999999997,,
2612406,2019,19.97,,
2612406,2020,20.65000000000001,,
2612406,2021,20.819999999999997,,
2612406,2022,0.0,,
2612406,2023,11.36,,
2612455,2015,55.6,,
2612455,2016,55.14,57.27,
2612455,2017,54.78,66.78999999999999,
2612455,2018,53.07,68.1,
2612455,2019,53.41,,
2612455,2020,53.73,19.010000000000005,
2612455,2021,53.83,,
2612455,2022,47.49,,
2612455,2023,61.05,,
2612471,2015,98.46,,
2612471,2016,98.46,,
2612471,2017,98.47,,
2612471,2018,98.48,,
2612471,2019,98.48,,
2612471,2020,98.49,,
2612471,2021,98.5,,
2612471,2022,98.35,,
2612471,2023,98.63,,
2612505,2015,22.489999999999995,,
2612505,2016,32.67,0.0,
2612505,2017,31.97,0.0,
2612505,2018,31.17,0.0,
2612505,2019,31.069999999999997,0.0,
2612505,2020,31.010000000000005,,
2612505,2021,30.730000000000004,0.0,
2612505,2022,20.709999999999997,100.0,
2612505,2023,35.040000000000006,,
2612554,2015,64.66,0.0,
2612554,2016,63.73,0.0,
2612554,2017,63.52,0.0,
2612554,2018,62.81,,
2612554,2019,62.51,0.0,
2612554,2020,62.52,0.0,
2612554,2021,62.12,,
2612554,2022,54.12,46.75,
2612554,2023,63.33,,
2612604,2015,58.08,,
2612604,2016,56.57,,
2612604,2017,55.82,,
2612604,2018,55.34,,
2612604,2019,55.07,,
2612604,2020,54.9,68.6,
2612604,2021,54.67,63.08,
2612604,2022,51.65,75.19,
2612604,2023,63.11,,
2612703,2015,51.0,,
2612703,2016,50.48,,
2612703,2017,50.13,,
2612703,2018,48.51,,
2612703,2019,48.07,,
2612703,2020,47.3,,
2612703,2021,44.99,,
2612703,2022,42.01,,
2612703,2023,51.37,,
2612802,2015,26.40000000000001,,
2612802,2016,26.239999999999995,,
2612802,2017,26.03,,
2612802,2018,21.97,,
2612802,2019,20.599999999999994,,
2612802,2020,19.930000000000007,11.849999999999994,
2612802,2021,18.069999999999997,,
2612802,2022,3.0999999999999943,74.76,
2612802,2023,33.8,,
2612901,2015,60.96,,
2612901,2016,59.84,0.0,
2612901,2017,59.85,,
2612901,2018,56.91,,
2612901,2019,55.45,,
2612901,2020,55.68,,
2612901,2021,55.67,,
2612901,2022,44.68,,
2612901,2023,55.81,,
2613008,2015,52.97,,
2613008,2016,53.26,20.239999999999995,
2613008,2017,52.09,,
2613008,2018,51.88,56.13,
2613008,2019,51.78,58.36,
2613008,2020,50.24,,
2613008,2021,48.18,0.0,
2613008,2022,34.58,0.0,
2613008,2023,47.65,,
2613107,2015,19.5,,
2613107,2016,19.569999999999997,,
2613107,2017,19.14,,
2613107,2018,18.52,0.0,
2613107,2019,17.78,0.0,
2613107,2020,17.840000000000003,,
2613107,2021,18.230000000000004,,
2613107,2022,16.659999999999997,,
2613107,2023,28.25,,
2613206,2015,38.63,,
2613206,2016,36.37,,
2613206,2017,35.400000000000006,,
2613206,2018,32.25,,
2613206,2019,30.959999999999997,,
2613206,2020,28.379999999999995,,
2613206,2021,26.06,98.23,
2613206,2022,27.02,98.38,
2613206,2023,39.19,,
2613305,2015,24.010000000000005,,
2613305,2016,16.260000000000005,62.49,
2613305,2017,14.599999999999994,,
2613305,2018,13.579999999999998,,
2613305,2019,12.409999999999997,25.319999999999997,
2613305,2020,11.799999999999995,31.010000000000005,
2613305,2021,10.36,,
2613305,2022,2.1200000000000045,,
2613305,2023,22.629999999999995,,
2613404,2015,5.819999999999993,,
2613404,2016,4.3700000000000045,,
2613404,2017,5.540000000000006,,
2613404,2018,5.290000000000006,,
2613404,2019,6.260000000000005,,
2613404,2020,6.6200000000000045,,
2613404,2021,7.340000000000003,,
2613404,2022,0.0,,
2613404,2023,22.959999999999994,,
2613503,2015,39.57,2.6200000000000045,
2613503,2016,36.95,7.950000000000003,
2613503,2017,35.760000000000005,,
2613503,2018,34.7,,
2613503,2019,34.099999999999994,0.0,
2613503,2020,33.08,0.0,
2613503,2021,32.09,,
2613503,2022,32.81,0.0,
2613503,2023,44.66,,
2613602,2015,26.25,0.0,
2613602,2016,25.290000000000006,,
2613602,2017,23.33,,
2613602,2018,16.099999999999994,,
2613602,2019,14.540000000000006,0.0,
2613602,2020,12.689999999999998,,
2613602,2021,11.290000000000006,,
2613602,2022,0.6500000000000057,0.0,
2613602,2023,30.840000000000003,,
2613701,2015,32.650000000000006,86.16,
2613701,2016,29.230000000000004,83.77,
2613701,2017,26.790000000000006,82.84,
2613701,2018,23.83,76.01,
2613701,2019,22.230000000000004,75.59,
2613701,2020,20.55,71.36,
2613701,2021,14.120000000000005,62.25,
2613701,2022,10.36,68.93,
2613701,2023,31.459999999999994,,
2613800,2015,53.39,,
2613800,2016,53.42,,
2613800,2017,51.11,,
2613800,2018,50.28,,
2613800,2019,50.05,,
2613800,2020,50.17,0.0,
2613800,2021,50.0,,
2613800,2022,45.39,80.36,
2613800,2023,56.64,,
2613909,2015,0.0,70.22,
2613909,2016,0.0,69.48,
2613909,2017,0.0,67.52000000000001,
2613909,2018,0.0,60.28,
2613909,2019,0.0,62.82,
2613909,2020,0.0,64.13,
2613909,2021,0.0,61.58,
2613909,2022,0.0,0.0,
2613909,2023,19.450000000000003,,
2614006,2015,43.2,,
2614006,2016,41.87,,
2614006,2017,40.93,0.0,
2614006,2018,40.18,0.0,
2614006,2019,39.58,0.0,
2614006,2020,38.62,0.0,
2614006,2021,38.35,0.0,
2614006,2022,34.230000000000004,0.0,
2614006,2023,57.24,,
2614105,2015,44.32,,
2614105,2016,43.32,,
2614105,2017,42.36,,
2614105,2018,41.98,1.8599999999999997,
2614105,2019,40.65,9.629999999999995,
2614105,2020,39.22,0.0600000000000022,
2614105,2021,38.35,0.0,
2614105,2022,30.980000000000004,31.53,
2614105,2023,41.47,,
2614204,2015,42.55,77.45,
2614204,2016,40.54,71.87,
2614204,2017,40.85,70.13,
2614204,2018,40.38,72.97,
2614204,2019,40.48,72.6,
2614204,2020,40.76,72.18,
2614204,2021,41.29,70.44,
2614204,2022,28.92,75.7,
2614204,2023,44.88,,
2614303,2015,52.54,,
2614303,2016,51.89,,
2614303,2017,51.65,,
2614303,2018,51.4,,
2614303,2019,49.76,84.89,
2614303,2020,49.66,,
2614303,2021,49.5,,
2614303,2022,45.18,89.28999999999999,
2614303,2023,55.53,,
2614402,2015,64.78,,
2614402,2016,64.69,,
2614402,2017,64.77000000000001,,
2614402,2018,64.97999999999999,19.94,
2614402,2019,64.82,40.01,
2614402,2020,64.24000000000001,46.54,
2614402,2021,63.97,,
2614402,2022,57.31,,
2614402,2023,66.69,,
2614501,2015,0.0,,
2614501,2016,0.0,,
2614501,2017,0.0,,
2614501,2018,0.0,,
2614501,2019,0.0,96.49,
2614501,2020,0.0,90.18,
2614501,2021,0.0,84.9,
2614501,2022,0.0999999999999943,81.34,
2614501,2023,9.540000000000006,,
2614600,2015,7.659999999999997,,
2614600,2016,6.329999999999998,,
2614600,2017,4.760000000000005,59.98,
2614600,2018,3.0999999999999943,,
2614600,2019,2.0400000000000063,,
2614600,2020,0.7800000000000011,,
2614600,2021,0.0,,
2614600,2022,0.0,,
2614600,2023,19.03,,
2614709,2015,30.19,,
2614709,2016,29.72,,
2614709,2017,29.090000000000003,,
2614709,2018,28.430000000000007,97.86,
2614709,2019,27.15000000000001,53.05,
2614709,2020,21.090000000000003,53.64,
2614709,2021,18.379999999999995,39.49,
2614709,2022,20.430000000000007,48.31,
2614709,2023,37.54,,
2614808,2015,37.95,,
2614808,2016,35.099999999999994,,
2614808,2017,34.05,,
2614808,2018,32.03,,
2614808,2019,32.2,,
2614808,2020,31.980000000000004,,
2614808,2021,32.27,,
2614808,2022,23.090000000000003,98.39,
2614808,2023,38.88,,
2614857,2015,0.0,28.94,
2614857,2016,0.0,34.19,
2614857,2017,0.0,33.730000000000004,
2614857,2018,0.0,31.64,
2614857,2019,0.0,36.91,
2614857,2020,0.0,37.61,
2614857,2021,0.0,37.96,
2614857,2022,0.0,53.71,
2614857,2023,20.150000000000006,,
2615003,2015,68.72,0.0,
2615003,2016,52.45,,
2615003,2017,52.91,,
2615003,2018,53.04,,
2615003,2019,53.6,,
2615003,2020,53.97,0.0,
2615003,2021,54.4,,
2615003,2022,44.87,,
2615003,2023,55.59,,
2615102,2015,48.96,,
2615102,2016,48.85,,
2615102,2017,48.34,,
2615102,2018,48.33,,
2615102,2019,48.31,,
2615102,2020,47.83,,
2615102,2021,47.02,,
2615102,2022,41.88,,
2615102,2023,49.18,,
2615201,2015,4.760000000000005,,
2615201,2016,3.930000000000007,0.0,
2615201,2017,4.170000000000002,0.0,
2615201,2018,0.0,0.0,
2615201,2019,0.0,0.0,
2615201,2020,0.0,0.0,
2615201,2021,0.0300000000000011,,
2615201,2022,0.0,70.37,
2615201,2023,22.42,,
2615300,2015,12.25,,
2615300,2016,10.61,0.0,
2615300,2017,5.269999999999996,0.0,
2615300,2018,1.0999999999999943,,
2615300,2019,4.409999999999997,,
2615300,2020,3.489999999999995,,
2615300,2021,2.25,,
2615300,2022,0.0,,
2615300,2023,13.61,,
2615409,2015,18.3,,
2615409,2016,19.450000000000003,,
2615409,2017,19.760000000000005,,
2615409,2018,17.450000000000003,,
2615409,2019,18.620000000000005,,
2615409,2020,19.19,,
2615409,2021,20.200000000000003,0.0,
2615409,2022,8.340000000000003,0.0,
2615409,2023,28.120000000000005,,
2615508,2015,24.620000000000005,,
2615508,2016,23.61,,
2615508,2017,22.11,,
2615508,2018,20.629999999999995,,
2615508,2019,20.680000000000007,,
2615508,2020,20.840000000000003,,
2615508,2021,21.03,,
2615508,2022,19.840000000000003,,
2615508,2023,35.33,,
2615607,2015,0.0,,
2615607,2016,3.8100000000000014,,
2615607,2017,3.75,,
2615607,2018,2.6599999999999966,,
2615607,2019,2.7900000000000063,,
2615607,2020,2.430000000000007,70.28999999999999,
2615607,2021,2.8700000000000045,67.94,
2615607,2022,0.0,79.19,
2615607,2023,21.069999999999993,,
2615706,2015,47.9,,
2615706,2016,47.12,,
2615706,2017,45.29,0.0,
2615706,2018,44.01,,
2615706,2019,42.72,,
2615706,2020,41.98,,
2615706,2021,41.11,,
2615706,2022,37.27,,
2615706,2023,49.29,,
2615805,2015,55.26,0.0,
2615805,2016,53.65,0.0,
2615805,2017,52.65,,
2615805,2018,51.34,,
2615805,2019,50.79,,
2615805,2020,50.35,,
2615805,2021,49.8,,
2615805,2022,44.61,0.0,
2615805,2023,54.06,,
2615904,2015,0.0,,
2615904,2016,0.0,,
2615904,2017,0.0,,
2615904,2018,0.0,,
2615904,2019,0.0,,
2615904,2020,0.0,0.0,
2615904,2021,0.0,,
2615904,2022,0.0,,
2615904,2023,18.769999999999996,,
2616001,2015,49.68,,
2616001,2016,47.49,0.0,
2616001,2017,46.32,0.0,
2616001,2018,44.6,0.0,
2616001,2019,42.8,51.67,
2616001,2020,41.16,40.32,
2616001,2021,40.0,35.34,
2616001,2022,32.27,58.35,
2616001,2023,43.08,,
2616100,2015,0.7800000000000011,,
2616100,2016,0.0,,
2616100,2017,0.0,,
2616100,2018,0.0,,
2616100,2019,0.0,42.34,
2616100,2020,0.0,43.9,
2616100,2021,0.0,33.75,
2616100,2022,0.0,55.21,
2616100,2023,26.799999999999997,,
2616183,2015,61.39,,
2616183,2016,61.38,,
2616183,2017,60.95,,
2616183,2018,61.11,,
2616183,2019,60.91,,
2616183,2020,60.55,,
2616183,2021,60.05,,
2616183,2022,60.13,,
2616183,2023,65.34,,
2616209,2015,26.790000000000006,,
2616209,2016,29.739999999999995,,
2616209,2017,29.090000000000003,,
2616209,2018,27.89,,
2616209,2019,26.819999999999997,,
2616209,2020,26.370000000000005,,
2616209,2021,26.349999999999994,,
2616209,2022,28.349999999999994,,
2616209,2023,39.24,,
2616308,2015,55.69,,
2616308,2016,54.51,,
2616308,2017,53.25,,
2616308,2018,44.18,,
2616308,2019,42.84,,
2616308,2020,42.84,,
2616308,2021,41.52,,
2616308,2022,26.66,,
2616308,2023,42.58,,
2616407,2015,26.06,74.4,
2616407,2016,23.950000000000003,72.28,
2616407,2017,21.3,71.13,
2616407,2018,20.8,69.21000000000001,
2616407,2019,20.94,68.88,
2616407,2020,20.340000000000003,69.7,
2616407,2021,22.209999999999997,70.88,
2616407,2022,18.15000000000001,72.5,
2616407,2023,34.22,,
2616506,2015,36.23,,
2616506,2016,35.7,,
2616506,2017,35.290000000000006,,
2616506,2018,35.33,,
2616506,2019,35.27,,
2616506,2020,34.93000000000001,,
2616506,2021,34.93000000000001,,
2616506,2022,36.74,,
2616506,2023,13.939999999999998,,
